region,subregion,industry,segment,sales,quantity,discount,city
EMEA,EU-WEST,Retail,Strategic,2.84,1,0.0,Granada
AMER,NAMER,Finance,Strategic,221.96,2,0.0,New York City
AMER,NAMER,Finance,Strategic,236.0,4,0.0,New York City
AMER,NAMER,Energy,Strategic,41.94,2,0.0,Toronto
AMER,NAMER,Energy,Strategic,52.792,1,0.2,Toronto
AMER,LATAM,Manufacturing,Enterprise,563.94,3,0.0,San José
AMER,LATAM,Retail,SMB,2625.12,8,0.0,Córdoba
AMER,LATAM,Retail,SMB,17.94,3,0.0,Córdoba
EMEA,EU-WEST,Retail,SMB,422.856,3,0.2,Paris
EMEA,UKIR,Communications,Strategic,127.764,2,0.1,London
EMEA,EU-WEST,Tech,Strategic,3499.93,7,0.0,Barcelona
EMEA,EU-WEST,Tech,Strategic,14.4,5,0.0,Barcelona
EMEA,EU-WEST,Tech,Strategic,122.97,3,0.0,Barcelona
EMEA,EU-WEST,Tech,Strategic,9.32,4,0.0,Barcelona
EMEA,EU-WEST,Tech,Strategic,122.94,3,0.0,Barcelona
AMER,NAMER,Manufacturing,SMB,17.31,3,0.0,Aurora
APJ,ANZ,Finance,SMB,128.744,7,0.2,Melbourne
EMEA,EU-WEST,Consumer Products,SMB,58.248,9,0.2,Paris
EMEA,EU-WEST,Consumer Products,SMB,71.246,2,0.3,Paris
EMEA,EU-WEST,Consumer Products,SMB,7.872,3,0.2,Paris
EMEA,EU-WEST,Consumer Products,SMB,887.271,3,0.3,Paris
AMER,LATAM,Tech,SMB,146.86,7,0.0,São Paulo
AMER,LATAM,Tech,SMB,36.56,4,0.0,São Paulo
AMER,NAMER,Tech,Strategic,225.576,3,0.2,New York City
EMEA,EU-WEST,Healthcare,SMB,5.248,2,0.2,Brussels
EMEA,EU-WEST,Healthcare,SMB,38.256,3,0.2,Brussels
EMEA,EU-WEST,Healthcare,SMB,40.24,5,0.2,Brussels
EMEA,EU-WEST,Healthcare,SMB,29.925,5,0.7,Brussels
EMEA,EU-WEST,Healthcare,SMB,148.704,6,0.2,Brussels
EMEA,EU-WEST,Healthcare,SMB,55.92,10,0.2,Brussels
EMEA,NOR,Tech,Strategic,12.96,2,0.0,Oslo
APJ,ANZ,Finance,SMB,25.176,3,0.6,Sydney
APJ,ANZ,Finance,SMB,5.584,2,0.6,Sydney
APJ,ANZ,Finance,SMB,1297.368,9,0.2,Sydney
APJ,JAPN,Healthcare,SMB,264.32,2,0.2,Aichi
AMER,NAMER,Retail,SMB,25.92,4,0.0,Los Angeles
AMER,NAMER,Retail,SMB,22.96,7,0.0,Los Angeles
AMER,NAMER,Energy,SMB,19.44,3,0.0,Buffalo
APJ,APAC,Finance,SMB,9.54,2,0.0,Bandung
APJ,APAC,Finance,SMB,5.81,1,0.0,Bandung
APJ,APAC,Finance,SMB,5.76,2,0.0,Bandung
EMEA,UKIR,Tech,SMB,14.91,3,0.0,London
EMEA,EU-WEST,Communications,Strategic,6.642,9,0.7,Nuremberg
EMEA,UKIR,Manufacturing,SMB,18.54,2,0.0,Bristol
EMEA,UKIR,Manufacturing,SMB,679.96,5,0.2,Bristol
AMER,NAMER,Retail,Strategic,189.576,1,0.2,New York City
AMER,NAMER,Retail,Strategic,71.96,5,0.2,New York City
AMER,NAMER,Communications,SMB,539.92,5,0.2,New York City
AMER,NAMER,Communications,SMB,725.344,4,0.2,New York City
AMER,NAMER,Communications,SMB,7.44,3,0.0,New York City
APJ,APAC,Retail,Enterprise,39.48,1,0.0,Quezon City
AMER,LATAM,Finance,Enterprise,850.5,5,0.1,São Paulo
AMER,LATAM,Finance,Enterprise,75.33,9,0.0,São Paulo
AMER,LATAM,Tech,Strategic,325.632,6,0.2,Santiago
AMER,LATAM,Tech,Strategic,23.344,2,0.2,Santiago
AMER,LATAM,Tech,Strategic,16.52,5,0.2,Santiago
APJ,JAPN,Tech,Enterprise,335.72,5,0.2,Osaka
APJ,JAPN,Tech,Enterprise,251.944,7,0.2,Osaka
APJ,JAPN,Tech,Enterprise,127.302,7,0.3,Osaka
EMEA,UKIR,Retail,SMB,1207.84,8,0.0,Dublin
EMEA,UKIR,Retail,SMB,12.53,1,0.0,Dublin
EMEA,UKIR,Retail,SMB,34.58,1,0.0,Dublin
EMEA,UKIR,Retail,SMB,300.98,1,0.0,Dublin
EMEA,UKIR,Retail,SMB,258.75,3,0.0,Dublin
APJ,APAC,Energy,Strategic,59.52,3,0.0,Quezon City
APJ,APAC,Energy,Strategic,57.96,7,0.0,Quezon City
APJ,APAC,Energy,Strategic,441.96,2,0.0,Quezon City
APJ,APAC,Energy,Strategic,68.04,6,0.0,Quezon City
EMEA,EU-EAST,Finance,Enterprise,703.71,6,0.7,Novosibirsk
EMEA,EU-EAST,Finance,Enterprise,17.904,4,0.7,Novosibirsk
EMEA,EU-EAST,Finance,Enterprise,11.976,4,0.7,Novosibirsk
EMEA,EU-EAST,Finance,Enterprise,67.96,5,0.2,Novosibirsk
AMER,NAMER,Manufacturing,Strategic,892.224,3,0.2,New York City
EMEA,NOR,Finance,SMB,1299.99,2,0.5,Uppsala
AMER,NAMER,Finance,Strategic,4.544,2,0.2,Los Angeles
AMER,NAMER,Finance,Strategic,1352.032,4,0.2,Los Angeles
AMER,LATAM,Healthcare,Strategic,1548.99,9,0.4,Mexico City
AMER,LATAM,Healthcare,Strategic,19.872,3,0.2,Mexico City
APJ,JAPN,Finance,SMB,119.448,3,0.2,Aichi
APJ,JAPN,Finance,SMB,118.16,2,0.2,Aichi
EMEA,EU-WEST,Retail,Strategic,19.56,4,0.0,Porto
EMEA,EU-EAST,Energy,SMB,80.96,4,0.0,Tel Aviv
EMEA,EU-EAST,Energy,SMB,25.92,4,0.0,Tel Aviv
AMER,NAMER,Healthcare,Enterprise,106.96,2,0.0,New York City
AMER,NAMER,Healthcare,Enterprise,187.76,4,0.0,New York City
AMER,LATAM,Tech,Enterprise,76.776,4,0.7,Tijuana
AMER,LATAM,Finance,Strategic,53.9,5,0.0,San José
APJ,JAPN,Consumer Products,SMB,76.728,3,0.6,Kanagawa
APJ,JAPN,Consumer Products,SMB,10.43,7,0.8,Kanagawa
AMER,NAMER,Misc,SMB,99.2,5,0.0,New York City
EMEA,NOR,Transportation,SMB,15.92,5,0.2,Stockholm
EMEA,EU-EAST,Retail,Strategic,129.92,4,0.0,Ostrava
EMEA,NOR,Misc,Enterprise,30.4,1,0.0,Oslo
EMEA,NOR,Misc,Enterprise,5399.91,9,0.0,Oslo
EMEA,NOR,Misc,Enterprise,119.1,3,0.0,Oslo
APJ,APAC,Misc,Enterprise,40.08,6,0.0,Incheon
APJ,APAC,Misc,Enterprise,59.94,3,0.0,Incheon
APJ,APAC,Misc,Enterprise,259.98,2,0.0,Incheon
APJ,APAC,Misc,Enterprise,170.98,1,0.0,Incheon
APJ,APAC,Misc,Enterprise,38.97,3,0.0,Incheon
APJ,APAC,Misc,Enterprise,154.9,5,0.0,Incheon
APJ,APAC,Misc,Enterprise,446.068,4,0.3,Incheon
AMER,NAMER,Consumer Products,SMB,152.94,3,0.0,Austin
EMEA,NOR,Healthcare,SMB,23.472,3,0.2,Stockholm
EMEA,NOR,Communications,Enterprise,195.64,4,0.0,Oslo
EMEA,NOR,Communications,Enterprise,14.94,3,0.0,Oslo
EMEA,NOR,Communications,Enterprise,1687.8,4,0.0,Oslo
EMEA,NOR,Communications,Enterprise,341.96,2,0.0,Oslo
EMEA,NOR,Communications,Enterprise,605.88,6,0.0,Oslo
AMER,LATAM,Manufacturing,Enterprise,186.732,1,0.1,Brasília
AMER,LATAM,Manufacturing,Enterprise,3812.97,3,0.0,Brasília
EMEA,UKIR,Finance,SMB,26.424,9,0.2,Liverpool
EMEA,UKIR,Finance,SMB,625.99,1,0.0,Liverpool
AMER,LATAM,Finance,Strategic,1568.61,9,0.0,Rio de Janeiro
AMER,LATAM,Finance,Strategic,17.3,1,0.0,Rio de Janeiro
AMER,LATAM,Finance,Strategic,160.0,8,0.0,Rio de Janeiro
EMEA,EU-WEST,Manufacturing,Strategic,179.94,3,0.0,Barcelona
EMEA,EU-WEST,Manufacturing,Strategic,872.94,3,0.0,Barcelona
EMEA,EU-WEST,Manufacturing,Strategic,12.96,2,0.0,Barcelona
AMER,NAMER,Transportation,SMB,88.8,6,0.0,Detroit
AMER,NAMER,Transportation,SMB,319.968,4,0.2,Detroit
AMER,NAMER,Retail,SMB,167.888,7,0.2,Toronto
APJ,JAPN,Manufacturing,Enterprise,163.96,5,0.2,Tokyo
APJ,JAPN,Manufacturing,Enterprise,5.232,4,0.8,Tokyo
APJ,APAC,Tech,Enterprise,1199.98,2,0.0,Incheon
APJ,APAC,Tech,Enterprise,73.85,1,0.0,Incheon
APJ,APAC,Tech,Enterprise,25.71,3,0.0,Daegu
APJ,APAC,Tech,Enterprise,17.28,6,0.0,Daegu
APJ,APAC,Tech,Enterprise,526.582,2,0.3,Daegu
AMER,LATAM,Energy,SMB,11.56,2,0.0,São Paulo
AMER,LATAM,Energy,SMB,209.97,3,0.0,São Paulo
AMER,LATAM,Energy,SMB,447.84,4,0.0,São Paulo
AMER,LATAM,Energy,SMB,479.97,3,0.0,São Paulo
AMER,LATAM,Energy,SMB,8.64,3,0.0,São Paulo
EMEA,MEA,Energy,Strategic,11.68,2,0.0,Istanbul
EMEA,EU-WEST,Healthcare,SMB,40.776,3,0.2,Paris
EMEA,EU-WEST,Healthcare,SMB,13.698,3,0.7,Paris
AMER,LATAM,Healthcare,SMB,87.8,5,0.2,Antofagasta
EMEA,NOR,Tech,SMB,77.952,3,0.2,Gothenburg
EMEA,NOR,Tech,SMB,147.184,2,0.2,Gothenburg
EMEA,NOR,Tech,SMB,47.952,3,0.2,Gothenburg
AMER,NAMER,Energy,SMB,250.26,6,0.0,New York City
EMEA,EU-WEST,Manufacturing,SMB,40.776,3,0.2,Paris
EMEA,EU-EAST,Manufacturing,Strategic,29.6,5,0.2,St Petersburg
EMEA,EU-EAST,Manufacturing,Strategic,1.938,2,0.7,St Petersburg
AMER,NAMER,Consumer Products,Strategic,159.96,4,0.0,New York City
EMEA,UKIR,Healthcare,Strategic,59.52,3,0.0,London
EMEA,UKIR,Healthcare,Strategic,17.48,2,0.0,London
EMEA,UKIR,Healthcare,Strategic,13.168,2,0.2,London
AMER,NAMER,Manufacturing,Enterprise,40.74,3,0.0,Los Angeles
APJ,JAPN,Retail,Strategic,179.886,1,0.3,Chiba
AMER,LATAM,Healthcare,SMB,286.256,1,0.2,Tijuana
AMER,LATAM,Healthcare,SMB,24.224,2,0.2,Tijuana
AMER,LATAM,Healthcare,SMB,331.536,3,0.2,Tijuana
EMEA,UKIR,Tech,Enterprise,17.52,3,0.0,London
APJ,JAPN,Transportation,SMB,17.856,4,0.2,Shizuoka
EMEA,EU-WEST,Finance,Enterprise,431.976,3,0.2,Munich
AMER,NAMER,Healthcare,Enterprise,291.136,4,0.2,Toronto
APJ,JAPN,Transportation,Enterprise,114.848,4,0.2,Aichi
APJ,JAPN,Energy,SMB,10.688,2,0.2,Tokyo
AMER,LATAM,Energy,SMB,15.232,4,0.2,Toluca
AMER,NAMER,Tech,SMB,12.42,3,0.0,Toronto
AMER,NAMER,Consumer Products,Strategic,19.44,3,0.0,Toronto
EMEA,UKIR,Retail,SMB,70.368,4,0.2,London
EMEA,NOR,Retail,SMB,12.672,9,0.2,Stockholm
APJ,APAC,Manufacturing,SMB,89.95,5,0.0,Beijing
AMER,NAMER,Retail,Enterprise,6.58,2,0.0,Los Angeles
AMER,NAMER,Retail,Enterprise,94.99,1,0.0,Los Angeles
AMER,LATAM,Consumer Products,SMB,35.12,2,0.2,Santiago
AMER,NAMER,Manufacturing,SMB,25.92,4,0.0,New York City
EMEA,MEA,Finance,Strategic,7.96,2,0.0,Riyadh
EMEA,MEA,Finance,Strategic,566.97,3,0.0,Riyadh
EMEA,MEA,Finance,Strategic,9.84,3,0.0,Riyadh
APJ,ANZ,Retail,Enterprise,25.488,2,0.2,Sydney
EMEA,UKIR,Energy,Enterprise,7.56,6,0.0,Newcastle
EMEA,EU-WEST,Tech,SMB,60.84,3,0.0,Barcelona
EMEA,EU-WEST,Tech,SMB,450.04,2,0.0,Barcelona
EMEA,EU-WEST,Tech,SMB,34.6,2,0.0,Valencia
EMEA,EU-WEST,Tech,SMB,467.97,3,0.0,Valencia
EMEA,EU-WEST,Tech,SMB,33.02,2,0.0,Valencia
EMEA,NOR,Energy,Strategic,17.088,2,0.2,Gothenburg
AMER,LATAM,Retail,Strategic,3.008,2,0.2,Mexico City
EMEA,NOR,Manufacturing,SMB,268.24,7,0.2,Stockholm
EMEA,NOR,Manufacturing,SMB,431.16,5,0.2,Stockholm
EMEA,UKIR,Manufacturing,Strategic,43.6,4,0.0,Manchester
EMEA,UKIR,Manufacturing,Strategic,154.95,3,0.0,Manchester
APJ,JAPN,Energy,Strategic,15.552,3,0.2,Tokyo
EMEA,MEA,Manufacturing,SMB,42.208,2,0.2,Cape Town
APJ,JAPN,Retail,SMB,10.368,2,0.2,Ibaraki
EMEA,EU-WEST,Manufacturing,Enterprise,2.224,1,0.2,Brussels
EMEA,NOR,Tech,SMB,74.52,9,0.0,Espoo
APJ,APAC,Finance,Strategic,17.52,3,0.0,Guangzhou
APJ,APAC,Finance,Strategic,1779.9,5,0.0,Guangzhou
APJ,APAC,Finance,Strategic,219.9,5,0.0,Guangzhou
EMEA,EU-WEST,Communications,SMB,7.152,3,0.2,Brussels
EMEA,EU-WEST,Consumer Products,SMB,26.72,5,0.2,Munich
AMER,NAMER,Finance,Strategic,1039.728,2,0.2,Columbus
AMER,NAMER,Finance,Strategic,45.96,2,0.0,Columbus
AMER,LATAM,Finance,SMB,456.588,2,0.7,Tijuana
AMER,LATAM,Finance,SMB,4499.985,5,0.7,Tijuana
AMER,LATAM,Finance,SMB,59.976,3,0.2,Tijuana
AMER,NAMER,Transportation,SMB,6.12,3,0.0,Los Angeles
AMER,NAMER,Retail,Enterprise,10.98,1,0.0,Buffalo
AMER,NAMER,Retail,Enterprise,7.86,3,0.0,Buffalo
AMER,NAMER,Retail,Enterprise,51.45,3,0.0,Buffalo
AMER,NAMER,Retail,Enterprise,37.056,3,0.2,Buffalo
EMEA,EU-WEST,Finance,SMB,203.92,4,0.0,Valencia
EMEA,EU-WEST,Finance,SMB,29.56,4,0.0,Valencia
APJ,ANZ,Tech,SMB,8.568,3,0.8,Sydney
EMEA,NOR,Consumer Products,Strategic,45.248,2,0.2,Stockholm
EMEA,NOR,Consumer Products,Strategic,876.3,10,0.4,Stockholm
EMEA,NOR,Consumer Products,Strategic,185.376,2,0.2,Stockholm
EMEA,UKIR,Finance,SMB,25.06,2,0.0,London
APJ,ANZ,Finance,SMB,2.89,1,0.8,Sydney
APJ,ANZ,Finance,SMB,7.896,3,0.2,Sydney
APJ,ANZ,Finance,SMB,22.608,3,0.6,Sydney
APJ,ANZ,Finance,SMB,30.528,8,0.2,Sydney
EMEA,EU-WEST,Misc,Enterprise,4.842,3,0.7,Paris
APJ,ANZ,Transportation,Strategic,1.8,5,0.8,Sydney
APJ,JAPN,Communications,Strategic,39.984,2,0.2,Aichi
EMEA,EU-EAST,Manufacturing,Strategic,32.4,5,0.0,Tel Aviv
EMEA,EU-EAST,Manufacturing,Strategic,97.88,2,0.0,Tel Aviv
APJ,JAPN,Energy,SMB,307.168,4,0.2,Fukuoka
EMEA,MEA,Communications,Strategic,26.9,5,0.0,Dhahran
EMEA,UKIR,Energy,Strategic,47.01,3,0.0,London
EMEA,UKIR,Energy,Strategic,469.99,1,0.0,London
EMEA,UKIR,Energy,Strategic,207.846,3,0.1,London
EMEA,EU-WEST,Tech,SMB,324.744,3,0.2,Paris
AMER,NAMER,Energy,SMB,40.48,2,0.0,Philadelphia
EMEA,MEA,Transportation,Enterprise,12.0,4,0.2,Cape Town
EMEA,MEA,Transportation,Enterprise,720.064,4,0.2,Cape Town
EMEA,MEA,Transportation,Enterprise,25.424,1,0.2,Cape Town
EMEA,MEA,Transportation,Enterprise,2.816,2,0.2,Johannesburg
EMEA,MEA,Transportation,Enterprise,3.204,2,0.7,Johannesburg
EMEA,NOR,Consumer Products,SMB,30.828,7,0.7,Stockholm
EMEA,NOR,Consumer Products,SMB,47.616,3,0.2,Stockholm
EMEA,NOR,Consumer Products,SMB,108.784,2,0.2,Stockholm
APJ,APAC,Finance,SMB,4.77,1,0.0,Shenzhen
APJ,APAC,Finance,SMB,7.98,3,0.0,Shenzhen
APJ,APAC,Finance,SMB,550.431,3,0.3,Shenzhen
APJ,APAC,Finance,SMB,10.56,6,0.0,Shenzhen
AMER,NAMER,Manufacturing,Enterprise,1497.666,2,0.15,New York City
AMER,NAMER,Manufacturing,Enterprise,17.52,2,0.2,New York City
EMEA,EU-EAST,Tech,Enterprise,113.22,3,0.0,Tel Aviv
EMEA,EU-EAST,Tech,Enterprise,35.88,6,0.0,Tel Aviv
EMEA,EU-EAST,Tech,Enterprise,4535.976,3,0.2,Tel Aviv
AMER,NAMER,Healthcare,SMB,11.84,8,0.0,Los Angeles
EMEA,NOR,Energy,Enterprise,592.74,6,0.0,Oslo
EMEA,MEA,Tech,SMB,111.672,9,0.2,Johannesburg
APJ,APAC,Manufacturing,Enterprise,8.64,3,0.0,Quezon City
APJ,APAC,Manufacturing,Enterprise,149.97,3,0.0,Quezon City
AMER,NAMER,Finance,Strategic,232.88,5,0.2,New York City
EMEA,UKIR,Finance,Strategic,90.882,1,0.1,Manchester
APJ,ANZ,Tech,Strategic,508.768,4,0.2,Sydney
APJ,ANZ,Tech,Strategic,9.912,3,0.2,Sydney
AMER,NAMER,Energy,Strategic,63.936,3,0.2,Seattle
AMER,NAMER,Energy,Strategic,59.52,3,0.0,Seattle
AMER,NAMER,Energy,Strategic,311.976,3,0.2,Seattle
AMER,NAMER,Energy,Strategic,50.352,3,0.2,Seattle
APJ,JAPN,Manufacturing,SMB,19.136,2,0.2,Tokyo
EMEA,EU-WEST,Finance,Enterprise,13.12,5,0.2,Cologne
AMER,NAMER,Consumer Products,SMB,241.568,2,0.2,New York City
AMER,NAMER,Consumer Products,SMB,479.92,2,0.2,New York City
AMER,NAMER,Finance,Strategic,307.136,4,0.2,Toronto
AMER,NAMER,Finance,Strategic,12.6,2,0.0,Toronto
AMER,NAMER,Finance,Strategic,159.98,2,0.0,Toronto
EMEA,EU-WEST,Tech,SMB,6.12,3,0.0,Amsterdam
EMEA,EU-WEST,Tech,SMB,1184.72,4,0.0,Amsterdam
EMEA,UKIR,Retail,SMB,45.96,2,0.0,London
EMEA,EU-WEST,Retail,SMB,58.05,3,0.0,Valencia
EMEA,EU-WEST,Retail,SMB,71.28,11,0.0,Valencia
APJ,JAPN,Tech,SMB,124.404,4,0.3,Tokyo
EMEA,EU-WEST,Retail,SMB,154.9,5,0.0,Valencia
EMEA,EU-WEST,Retail,SMB,1871.88,12,0.0,Valencia
APJ,JAPN,Finance,SMB,16.192,2,0.6,Tokyo
APJ,JAPN,Finance,SMB,18.936,3,0.2,Tokyo
APJ,JAPN,Finance,SMB,12.672,3,0.2,Tokyo
APJ,JAPN,Finance,SMB,5.04,2,0.2,Tokyo
APJ,ANZ,Finance,Strategic,8.448,2,0.2,Sydney
APJ,ANZ,Finance,Strategic,20.388,2,0.8,Sydney
AMER,NAMER,Healthcare,Enterprise,9.96,2,0.0,New York City
EMEA,EU-EAST,Finance,SMB,320.64,4,0.0,Donetsk
EMEA,EU-EAST,Finance,SMB,52.0,4,0.0,Donetsk
EMEA,UKIR,Retail,Strategic,25.584,2,0.2,London
EMEA,UKIR,Retail,Strategic,464.0,5,0.0,London
EMEA,UKIR,Retail,Strategic,235.95,3,0.0,London
EMEA,UKIR,Retail,Strategic,39.96,4,0.0,London
AMER,LATAM,Healthcare,SMB,18.528,4,0.7,Guadalajara
AMER,NAMER,Finance,SMB,17.9,2,0.0,Toronto
AMER,NAMER,Finance,SMB,81.96,2,0.0,Toronto
AMER,LATAM,Healthcare,SMB,272.736,3,0.2,Antofagasta
AMER,LATAM,Healthcare,SMB,18.496,4,0.2,Antofagasta
AMER,LATAM,Healthcare,SMB,441.92,2,0.2,Antofagasta
AMER,LATAM,Healthcare,SMB,127.764,6,0.7,Antofagasta
EMEA,MEA,Retail,Enterprise,166.44,3,0.0,Istanbul
AMER,NAMER,Tech,SMB,13.38,2,0.0,New York City
EMEA,NOR,Energy,SMB,24.0,2,0.2,Gothenburg
AMER,LATAM,Manufacturing,Strategic,24.448,4,0.2,Mexico City
AMER,NAMER,Manufacturing,Enterprise,6.16,2,0.0,Charlotte
AMER,NAMER,Manufacturing,Enterprise,915.136,4,0.2,Charlotte
AMER,NAMER,Manufacturing,Enterprise,8.56,2,0.0,Charlotte
AMER,NAMER,Manufacturing,Enterprise,97.82,2,0.0,Charlotte
EMEA,EU-WEST,Consumer Products,Strategic,31.104,6,0.2,Brussels
EMEA,EU-WEST,Consumer Products,Strategic,11.176,1,0.2,Brussels
EMEA,NOR,Tech,SMB,5.04,2,0.2,Stockholm
APJ,ANZ,Misc,Enterprise,242.176,4,0.6,Melbourne
EMEA,EU-WEST,Transportation,Strategic,337.176,2,0.4,Paris
EMEA,EU-EAST,Retail,SMB,13.344,6,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,76.752,6,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,102.336,8,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,10.32,2,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,47.32,7,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,23.376,3,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,16.72,5,0.2,Moscow
EMEA,EU-EAST,Retail,SMB,16.192,1,0.2,Moscow
AMER,NAMER,Healthcare,SMB,32.4,5,0.0,Franklin
EMEA,MEA,Consumer Products,SMB,19.89,9,0.0,Dubai
EMEA,MEA,Consumer Products,SMB,399.98,2,0.0,Dubai
EMEA,MEA,Consumer Products,SMB,343.85,5,0.0,Dubai
EMEA,MEA,Consumer Products,SMB,106.32,3,0.0,Dubai
EMEA,UKIR,Finance,Enterprise,13.92,3,0.2,London
EMEA,EU-WEST,Consumer Products,Enterprise,82.4,5,0.0,Reykjavík
EMEA,EU-WEST,Consumer Products,Enterprise,6.24,2,0.0,Reykjavík
EMEA,EU-WEST,Consumer Products,Enterprise,447.84,8,0.0,Reykjavík
EMEA,MEA,Communications,SMB,272.048,7,0.2,Cape Town
EMEA,MEA,Communications,SMB,1614.582,6,0.7,Cape Town
EMEA,MEA,Communications,SMB,24.32,5,0.2,Cape Town
EMEA,MEA,Communications,SMB,1.584,2,0.2,Cape Town
EMEA,MEA,Communications,SMB,31.984,1,0.2,Cape Town
EMEA,MEA,Communications,SMB,14.76,5,0.2,Cape Town
EMEA,MEA,Communications,SMB,423.648,2,0.2,Cape Town
APJ,JAPN,Finance,SMB,76.64,2,0.2,Tokyo
APJ,JAPN,Finance,Enterprise,4.464,1,0.2,Aichi
APJ,JAPN,Finance,Enterprise,3.96,10,0.8,Aichi
AMER,NAMER,Energy,Strategic,715.64,2,0.0,Los Angeles
AMER,NAMER,Finance,SMB,268.704,3,0.2,Tallahassee
AMER,NAMER,Finance,SMB,21.92,8,0.0,Tallahassee
AMER,NAMER,Finance,SMB,48.72,3,0.0,Tallahassee
AMER,NAMER,Finance,SMB,205.666,2,0.15,Tallahassee
APJ,ANZ,Retail,SMB,30.344,2,0.6,Perth
AMER,LATAM,Healthcare,SMB,25.696,2,0.2,Tijuana
EMEA,UKIR,Transportation,Enterprise,3404.5,5,0.0,London
EMEA,UKIR,Transportation,Enterprise,101.34,3,0.0,London
EMEA,EU-WEST,Retail,Enterprise,344.372,4,0.3,Paris
APJ,JAPN,Tech,Enterprise,30.384,1,0.2,Chiba
AMER,NAMER,Consumer Products,Enterprise,22.848,2,0.2,Seattle
EMEA,MEA,Energy,Enterprise,38.62,2,0.0,Riyadh
EMEA,MEA,Energy,Enterprise,59.98,2,0.0,Riyadh
APJ,APAC,Consumer Products,SMB,174.3,3,0.0,Guangzhou
EMEA,EU-WEST,Manufacturing,Enterprise,383.96,5,0.2,Frankfurt
EMEA,EU-WEST,Manufacturing,Enterprise,15.57,3,0.7,Frankfurt
EMEA,EU-WEST,Finance,SMB,22.32,4,0.0,Valencia
EMEA,EU-WEST,Finance,SMB,103.6,7,0.0,Valencia
EMEA,UKIR,Energy,Strategic,2.97,3,0.0,London
EMEA,UKIR,Energy,Strategic,569.99,1,0.0,London
EMEA,UKIR,Energy,Strategic,50.97,3,0.0,London
APJ,JAPN,Retail,Enterprise,298.116,6,0.3,Aichi
EMEA,UKIR,Consumer Products,Strategic,59.52,3,0.0,London
EMEA,EU-WEST,Healthcare,Strategic,230.28,3,0.2,Brussels
EMEA,EU-WEST,Healthcare,Strategic,105.52,5,0.2,Brussels
AMER,NAMER,Healthcare,Strategic,23.36,2,0.0,Detroit
AMER,NAMER,Healthcare,Strategic,71.976,3,0.2,Detroit
AMER,NAMER,Healthcare,Strategic,8.56,2,0.0,Detroit
AMER,NAMER,Healthcare,Strategic,13.92,3,0.2,Detroit
AMER,NAMER,Healthcare,Strategic,2518.29,9,0.0,Detroit
AMER,NAMER,Healthcare,Strategic,540.57,3,0.0,Detroit
AMER,NAMER,Healthcare,Strategic,221.056,8,0.2,Detroit
AMER,NAMER,Finance,Strategic,81.424,2,0.2,Seattle
AMER,NAMER,Finance,Strategic,134.8,10,0.0,Seattle
APJ,JAPN,Finance,SMB,39.582,9,0.8,Aichi
APJ,JAPN,Finance,SMB,44.688,7,0.2,Aichi
APJ,JAPN,Finance,SMB,31.744,2,0.2,Aichi
APJ,JAPN,Finance,SMB,40.98,5,0.8,Aichi
APJ,JAPN,Finance,SMB,3.168,3,0.8,Aichi
APJ,JAPN,Tech,SMB,18.84,5,0.2,Shizuoka
APJ,JAPN,Tech,SMB,362.25,6,0.3,Shizuoka
APJ,JAPN,Tech,SMB,63.552,6,0.6,Shizuoka
APJ,JAPN,Tech,SMB,129.552,3,0.2,Shizuoka
EMEA,UKIR,Energy,SMB,5.984,2,0.2,London
EMEA,UKIR,Energy,SMB,861.76,4,0.0,London
APJ,APAC,Energy,Strategic,66.96,4,0.0,Gwangju
APJ,APAC,Energy,Strategic,6.24,2,0.0,Gwangju
AMER,NAMER,Energy,Strategic,435.168,4,0.2,Springfield
AMER,NAMER,Energy,Strategic,14.9,5,0.0,Springfield
AMER,NAMER,Energy,Strategic,15.8,4,0.0,Springfield
AMER,NAMER,Energy,Strategic,72.9,5,0.0,Springfield
AMER,NAMER,Energy,Strategic,206.352,3,0.2,Springfield
AMER,NAMER,Energy,Strategic,7.992,1,0.2,Springfield
EMEA,EU-WEST,Transportation,Strategic,81.36,5,0.2,Mannheim
EMEA,EU-WEST,Transportation,Strategic,20.232,8,0.7,Mannheim
EMEA,EU-WEST,Transportation,Strategic,389.056,4,0.2,Mannheim
EMEA,EU-WEST,Transportation,Strategic,20.736,4,0.2,Mannheim
EMEA,EU-WEST,Transportation,Strategic,41.472,8,0.2,Mannheim
AMER,NAMER,Manufacturing,Strategic,33.36,4,0.0,New York City
EMEA,EU-EAST,Finance,Strategic,90.882,3,0.7,Moscow
EMEA,EU-EAST,Finance,Strategic,15.992,1,0.2,Moscow
EMEA,EU-EAST,Finance,Strategic,120.784,1,0.2,Moscow
EMEA,EU-WEST,Communications,Strategic,519.792,4,0.4,Paris
EMEA,EU-WEST,Communications,Strategic,31.176,3,0.2,Paris
EMEA,EU-WEST,Communications,Strategic,10.368,2,0.2,Paris
EMEA,EU-WEST,Communications,Strategic,2.724,2,0.7,Paris
EMEA,EU-WEST,Communications,Strategic,254.352,3,0.2,Paris
EMEA,EU-WEST,Communications,Strategic,3.762,3,0.7,Paris
